"","Organism","n_prot"
"32325","Strobilomyces aff. foveatus L7-fb9",69
"32326","Strobilomyces aff. foveatus L8-fb14",1
"32327","Strobilomyces aff. foveatus L8-fb17",1
"32328","Strobilomyces aff. foveatus L8-fb23",1
"32329","Strobilomyces aff. foveatus L8-fb26",1
"32330","Strobilomyces aff. foveatus L8-fb27",1
"32331","Strobilomyces aff. foveatus L8-fr10",73
"32332","Strobilomyces aff. foveatus L8-fr11",1
"32333","Strobilomyces aff. foveatus L8-fr3",1
"32334","Strobilomyces aff. foveatus L8-fr7",1
"32335","Strobilomyces aff. foveatus L8-fr8",1
"32336","Strobilomyces aff. seminudus HKAS 59461",3
"32337","Strobilomyces aff. strobilaceus L19-s305",80
"32338","Strobilomyces aff. strobilaceus L20-s174",1
"32339","Strobilomyces aff. strobilaceus L20-ST58",77
"32340","Strobilomyces aff. strobilaceus L21-s224",79
"32341","Strobilomyces aff. strobilaceus L22-s192",1
"32342","Strobilomyces aff. strobilaceus L22-ST29",73
"32343","Strobilomyces aff. strobilaceus L23-s404",1
"32344","Strobilomyces aff. strobilaceus L23-s438",70
"32345","Strobilomyces aff. strobilaceus ST1-1",2
"32346","Strobilomyces aff. strobilaceus ST10-1",2
"32347","Strobilomyces aff. strobilaceus ST2-1",2
"32348","Strobilomyces aff. strobilaceus ST3-1",2
"32349","Strobilomyces aff. strobilaceus ST4-1",2
"32350","Strobilomyces aff. strobilaceus ST5-1",2
"32351","Strobilomyces aff. strobilaceus ST5-2",2
"32352","Strobilomyces aff. strobilaceus ST5-3",1
"32353","Strobilomyces aff. strobilaceus ST5-4",1
"32354","Strobilomyces aff. strobilaceus ST6-1",2
"32355","Strobilomyces aff. strobilaceus ST6-3",1
"32356","Strobilomyces aff. strobilaceus ST7-1",2
"32357","Strobilomyces aff. strobilaceus ST8-1",2
"32358","Strobilomyces aff. strobilaceus ST9-1",2
"32359","Strobilomyces aff. verruculosus HKAS 55389",3
"32360","Strobilomyces alpinus",13
"32361","Strobilomyces annulatus",73
"32362","Strobilomyces atrosquamosus",20
"32363","Strobilomyces brunneolepidotus",10
"32364","Strobilomyces calidus",1
"32365","Strobilomyces cf. pterosporus",4
"32366","Strobilomyces confusus",100
"32367","Strobilomyces echinatus",7
"32368","Strobilomyces echinocephalus",98
"32369","Strobilomyces floccopus",14
"32370","Strobilomyces foveatus",7
"32371","Strobilomyces glabellus",4
"32372","Strobilomyces glabriceps",16
"32373","Strobilomyces hongoi",70
"32374","Strobilomyces huangshanensis",7
"32375","Strobilomyces latirimosus",16
"32376","Strobilomyces minor",4
"32377","Strobilomyces mirandus",95
"32378","Strobilomyces mollis",52
"32379","Strobilomyces montosus",7
"32380","Strobilomyces nigricans",81
"32381","Strobilomyces parvirimosus",8
"32382","Strobilomyces pteroreticulosporus",15
"32383","Strobilomyces rubrobrunneus",8
"32384","Strobilomyces sculptus",7
"32385","Strobilomyces seminudus",117
"32386","Strobilomyces sp",144
"32387","Strobilomyces sp. HKAS 53348",3
"32388","Strobilomyces sp. HKAS 59420",3
"32389","Strobilomyces sp. HKAS 59435",1
"32390","Strobilomyces sp. HKAS 59453",1
"32391","Strobilomyces sp. HKAS 74809",3
"32392","Strobilomyces sp. HKAS 74865",3
"32393","Strobilomyces sp. HKAS 74911",3
"32394","Strobilomyces sp. HS2006a",8
"32395","Strobilomyces sp. HS2006b",4
"32396","Strobilomyces sp. HS2006c",5
"32397","Strobilomyces sp. HS2006d",4
"32398","Strobilomyces sp. HS2006f",4
"32399","Strobilomyces sp. HS2006g",2
"32400","Strobilomyces sp. HS2006h",4
"32401","Strobilomyces sp. HS2006i",2
"32402","Strobilomyces sp. HS2006j",4
"32403","Strobilomyces sp. HS2006k",4
"32404","Strobilomyces sp. HS2006l",3
"32405","Strobilomyces sp. HS2006m",3
"32406","Strobilomyces sp. L11-fb10",75
"32407","Strobilomyces sp. L12-s309",69
"32408","Strobilomyces sp. L13-N11",1
"32409","Strobilomyces sp. L13-N21",1
"32410","Strobilomyces sp. L13-N9",78
"32411","Strobilomyces sp. L16-N30",72
"32412","Strobilomyces sp. L27-N27",66
"32413","Strobilomyces sp. L27-N8",1
"32414","Strobilomyces sp. L28-N1",67
"32415","Strobilomyces sp. L28-N10",1
"32416","Strobilomyces sp. L28-N13",1
"32417","Strobilomyces sp. L28-N14",1
"32418","Strobilomyces sp. L28-N15",1
"32419","Strobilomyces sp. L28-N19",1
"32420","Strobilomyces sp. L28-N20",1
"32421","Strobilomyces sp. L28-N23",1
"32422","Strobilomyces sp. L28-N24",1
"32423","Strobilomyces sp. L28-N25",1
"32424","Strobilomyces sp. L28-N4",1
"32425","Strobilomyces sp. L28-N5",1
"32426","Strobilomyces sp. L28-N7",1
"32427","Strobilomyces sp. L9-fb16",65
"32428","Strobilomyces sp. NY0075253",3
"32429","Strobilomyces sp. NY0075256",3
"32430","Strobilomyces sp. REH851",1
"32431","Strobilomyces sp. SU-1",2
"32432","Strobilomyces strobilaceus",103
"32433","Strobilomyces subnudus",12
"32434","Strobilomyces velutinus",4
"32435","Strobilomyces velutipes",79
"32436","Strobilomyces verruculosus",98
"32437","Strobiloscypha cupressina",1
"32438","Strobiloscypha keliae",1
"32439","Strobilurus conigenoides",3
"32440","Strobilurus diminutivus",1
"32441","Strobilurus esculentus",7
"32442","Strobilurus luchuensis",8
"32443","Strobilurus occidentalis",8
"32444","Strobilurus orientalis",13
"32445","Strobilurus pachycystidiatus",10
"32446","Strobilurus stephanocystis",8
"32447","Strobilurus tenacellus",24
"32448","Strobilurus trullisatus",6
"32449","Stromatinia cepivora",17
"32450","Stromatonectria caraganae",1
"32451","Stromatoneurospora phoenix",2
"32452","Stromatoseptoria castaneicola",7
"32453","Stropharia acanthostipitata",1
"32454","Stropharia aeruginosa",3
"32455","Stropharia ambigua",2
"32456","Stropharia coronilla",1
"32457","Stropharia hornemannii",3
"32458","Stropharia rugosoannulata",26
"32459","Stropharia sp",1
"32460","Strossmayeria basitricha",1
"32461","Stylodothis puccinioides",1
"32462","Stylonectria applanata",5
"32463","Stylonectria carpini",1
"32464","Stylonectria purtonii",1
"32465","Stylonectria qilianshanensis",1
"32466","Stylonectria sp. CBS 125491",6
"32467","Stylonectria wegeliniana",8
"32468","Stylopage hadra",1
"32469","Suberoteratosphaeria pseudosuberosa",3
"32470","Suberoteratosphaeria suberosa",9
"32471","Suberoteratosphaeria xenosuberosa",4
"32472","Subglobosporium tectonae",2
"32473","Sublophiostoma thailandica",5
"32474","Submersisphaeria sp. JH-2020a",1
"32475","Subplenodomus violicola",2
"32476","Subramaniula anamorphosa",4
"32477","Subramaniula asteroides",26
"32478","Subramaniula cristata",2
"32479","Subramaniula cuniculorum",11
"32480","Subramaniula flavipila",8
"32481","Subramaniula fusispora",4
"32482","Subramaniula lateralis",1
"32483","Subramaniula obscura",4
"32484","Subramaniula thielavioides",7
"32485","Subsessila turbinata",1
"32486","Sugitazyma miyagiana",4
"32487","Sugiyamaella americana",1
"32488","Sugiyamaella boreocaroliniensis",1
"32489","Sugiyamaella castrensis",1
"32490","Sugiyamaella chiloensis",1
"32491","Sugiyamaella floridensis",1
"32492","Sugiyamaella grinbergsii",1
"32493","Sugiyamaella japonica",1
"32494","Sugiyamaella lignohabitans",4981
"32495","Sugiyamaella mastotermitis",5
"32496","Sugiyamaella neomexicana",1
"32497","Sugiyamaella novakii",1
"32498","Sugiyamaella paludigena",1
"32499","Sugiyamaella pinicola",1
"32500","Sugiyamaella smithiae",3
"32501","Sugiyamaella sp. BG10-6-11-29-12A-M8",1
"32502","Sugiyamaella sp. NRRL Y-17646",1
"32503","Sugiyamaella valdiviana",1
"32504","Suhomyces anneliseae",14
"32505","Suhomyces atakaporum",7
"32506","Suhomyces bokatorum",21
"32507","Suhomyces bolitotheri",12
"32508","Suhomyces bribrorum",15
"32509","Suhomyces canberraensis",4
"32510","Suhomyces chickasaworum",12
"32511","Suhomyces choctaworum",9
"32512","Suhomyces emberorum",11
"32513","Suhomyces guaymorum",4
"32514","Suhomyces maxii",1
"32515","Suhomyces prunicola",2
"32516","Suhomyces tanzawaensis",6
"32517","Suhomyces tanzawaensis NRRL Y-17324",5678
"32518","Suhomyces wounanorum",1
"32519","Suhomyces yuchorum",1
"32520","Suillellus aff. amygdalinus HKAS 57262",3
"32521","Suillellus amygdalinus",8
"32522","Suillellus luridus",4
"32523","Suillellus queletii",4
"32524","Suillellus subamygdalinus",6
"32525","Suillus acidus",1
"32526","Suillus aff. granulatus HKAS 57622",3
"32527","Suillus aff. luteus HKAS 57748",3
"32528","Suillus alpinus",6
"32529","Suillus americanus",4
"32530","Suillus asiaticus",10
"32531","Suillus aurihymenius",5
"32532","Suillus bellinii",3
"32533","Suillus bovinus (Jersey cow bolete) (Boletus bovinus)",17
"32534","Suillus bresadolae",3
"32535","Suillus brevipes",3
"32536","Suillus caerulescens",6
"32537","Suillus cavipes",12
"32538","Suillus cf. americanus",1
"32539","Suillus decipiens",2
"32540","Suillus flavidus",27
"32541","Suillus fluryi",6
"32542","Suillus fuscotomentosus",10
"32543","Suillus glandulosipes",4
"32544","Suillus granulatus",7
"32545","Suillus grevillei (Larch bolete) (Boletus elegans)",52
"32546","Suillus grisellus",3
"32547","Suillus himalayensis",2
"32548","Suillus hirtellus",2
"32549","Suillus huapi",4
"32550","Suillus intermedius",2
"32551","Suillus kwangtungensis",5
"32552","Suillus lakei",14
"32553","Suillus latteri",1
"32554","Suillus luteus",12
"32555","Suillus luteus UH-Slu-Lm8-n1",18005
"32556","Suillus marginielevatus",6
"32557","Suillus mediterraneensis",2
"32558","Suillus megaporinus",1
"32559","Suillus ochraceoroseus",6
"32560","Suillus paluster",43
"32561","Suillus phylopictus",21
"32562","Suillus placidus",6
"32563","Suillus plorans",1
"32564","Suillus ponderosus",4
"32565","Suillus pseudobrevipes",7
"32566","Suillus punctipes",1
"32567","Suillus pungens",5
"32568","Suillus quiescens",7
"32569","Suillus salmonicolor",4
"32570","Suillus sibiricus",12
"32571","Suillus sinuspaulianus",4
"32572","Suillus sp",59
"32573","Suillus sp. GW-2019a",5
"32574","Suillus sp. John4",2
"32575","Suillus sp. RZ-2017a",7
"32576","Suillus spectabilis",9
"32577","Suillus spraguei",42
"32578","Suillus subaureus",5
"32579","Suillus tomentosus",6
"32580","Suillus tridentinus",6
"32581","Suillus variegatus",3
"32582","Suillus viscidus",27
"32583","Sulcaria badia",5
"32584","Sulcaria isidiifera",3
"32585","Sulcaria spiralifera",5
"32586","Sulcaria sulcata",2
"32587","Sulcaria sulcata f. vulpinoides",2
"32588","Sulcatispora acerina",2
"32589","Sulcatispora berchemiae",1
"32590","Sulcispora supratumida",1
"32591","Sultanimyces vitiphyllus",1
"32592","Sungia yongmunensis",12
"32593","Superstratomyces albomucosus",5
"32594","Superstratomyces atroviridis",3
"32595","Superstratomyces flavomucosus",3
"32596","Sutorius aff. eximius",1
"32597","Sutorius aff. eximius HKAS 52672",3
"32598","Sutorius aff. eximius HKAS 56291",3
"32599","Sutorius australiensis",5
"32600","Sutorius eximius",12
"32601","Sutorius junquilleus",3
"32602","Sutorius maculatoides",4
"32603","Sutorius mucosus",3
"32604","Sutorius obscuripellis",3
"32605","Sutorius pachypus",3
"32606","Sutorius pseudotylopilus",3
"32607","Sutorius rubinus",4
"32608","Sutorius sp",18
"32609","Sutorius sp. 1 REH-2013",1
"32610","Sutorius sp. HKAS 58724",3
"32611","Sutorius sp. HKAS 59443",3
"32612","Sutorius subrufus",5
"32613","Sutorius ubonensis",3
"32614","Sutorius vellingae",1
"32615","Swampomyces armeniacus",1
"32616","Sydowia polyspora",23
"32617","Sydowiella depressula",1
"32618","Sydowiella fenestrans",1
"32619","Symbiotaphrina buchneri",1
"32620","Symbiotaphrina kochii",2
"32621","Symbiotaphrina microtheca",1
"32622","Symmetrospora coprosmae",5
"32623","Symmetrospora foliicola",6
"32624","Symmetrospora gracilis",6
"32625","Symmetrospora marina",5
"32626","Symmetrospora oryzicola",5
"32627","Symmetrospora symmetrica",4
"32628","Symmetrospora vermiculata",5
"32629","Sympodiella acicola",4
"32630","Sympodiella alternata",1
"32631","Sympodiella goidanichii",1
"32632","Sympodiella quercina",3
"32633","Sympodiomycopsis kandeliae",4
"32634","Sympodiomycopsis paphiopedili",3
"32635","Sympodiomycopsis sp",7
"32636","Sympodiorosea kreiselii",2
"32637","Sympoventuria africana",2
"32638","Sympoventuria capensis",1
"32639","Sympoventuria melaleucae",1
"32640","Synaptospora plumbea",1
"32641","Synarthonia albopruinosa",1
"32642","Synarthonia aurantiacopruinosa",1
"32643","Synarthonia fuscata",1
"32644","Synarthonia inconspicua",3
"32645","Synarthonia josephiana",1
"32646","Synarthonia leproidica",1
"32647","Synarthonia muriformis",1
"32648","Synarthonia ochracea",1
"32649","Synarthonia pilosella",1
"32650","Syncephalastrum monosporum",2
"32651","Syncephalastrum monosporum var. pluriproliferum",3
"32652","Syncephalastrum racemosum (Filamentous fungus)",10781
"32653","Syncephalis aurantiaca",1
"32654","Syncephalis californica",1
"32655","Syncephalis cornu",2
"32656","Syncephalis depressa",5
"32657","Syncephalis digitata",1
"32658","Syncephalis obconica",1
"32659","Syncephalis plumigaleata",1
"32660","Syncephalis pseudoplumigaleata",5931
"32661","Syncephalis sp. A-13648",1
"32662","Syncephalis sp. A-9791",1
"32663","Syncesia aff. palmensis Ertz 14230 (BR)",1
"32664","Syncesia byssina",1
"32665","Syncesia depressa",1
"32666","Syncesia farinacea",2
"32667","Syncesia glyphysoides",3
"32668","Syncesia hawaiiensis",1
"32669","Syncesia intercedens",1
"32670","Syncesia leprobola",5
"32671","Syncesia madagascariensis",1
"32672","Syncesia mascarena",2
"32673","Syncesia myrticola",5
"32674","Syncesia psaroleuca",1
"32675","Syncesia socotrana",2
"32676","Syncesia sp. van den Boom 44529 (h)",1
"32677","Synchaetomella acerina",1
"32678","Synchytrium endobioticum",12764
"32679","Synchytrium macrosporum",3
"32680","Synchytrium microbalum",5905
"32681","Synchytrium taraxaci",14
"32682","Synfenestella pyri",3
"32683","Synfenestella sorbi",6
"32684","Synnemapestaloides juniperi",3
"32685","Synnemasporella aculeans",3
"32686","Synnemasporella toxicodendri",2
"32687","Syzygites megalocarpus",16
"32688","Taifanglania biformis",1
"32689","Taifanglania cinerea",2
"32690","Taifanglania furcata",2
"32691","Taifanglania jiangsuensis",2
"32692","Taifanglania sp. A10307H",2
"32693","Taifanglania sp. A10309H",2
"32694","Taifanglania sp. A10515H",2
"32695","Taifanglania sp. A10516H",2
"32696","Taifanglania sp. A10523H",2
"32697","Taifanglania sp. A11927H",2
"32698","Taifanglania sp. A12638H",2
"32699","Taifanglania sp. A18344H",2
"32700","Taifanglania sp. E61901H",2
"32701","Taifanglania sp. F0014H",2
"32702","Taifanglania sp. F0015H",2
"32703","Taifanglania sp. F0016H",2
"32704","Taifanglania sp. F007H",2
"32705","Tainosphaeria crassiparies",1
"32706","Tainosphaeria obclavata",1
"32707","Taiwanofungus camphoratus (Poroid brown-rot fungus) (Antrodia camphorata)",119
"32708","Takashimella koratensis",3
"32709","Takashimella lagerstroemiae",3
"32710","Talaromyces acaricola",16
"32711","Talaromyces aculeatus",25
"32712","Talaromyces adpressus",11
"32713","Talaromyces aerius",3
"32714","Talaromyces aerugineus",10
"32715","Talaromyces albisclerotius",3
"32716","Talaromyces albobiverticillius",10
"32717","Talaromyces allahabadensis",22
"32718","Talaromyces amazonensis",4
"32719","Talaromyces amestolkiae",9007
"32720","Talaromyces amyrossmaniae",3
"32721","Talaromyces angelicae",6
"32722","Talaromyces annesophieae",3
"32723","Talaromyces apiculatus",7
"32724","Talaromyces argentinensis",4
"32725","Talaromyces aspriconidius",3
"32726","Talaromyces assiutensis",12
"32727","Talaromyces atricola",9
"32728","Talaromyces atroroseus",9133
"32729","Talaromyces aurantiacus",9
"32730","Talaromyces aureolinus",4
"32731","Talaromyces australis",6
"32732","Talaromyces austrocalifornicus",4
"32733","Talaromyces bacillisporus",20
"32734","Talaromyces bannicus",4
"32735","Talaromyces barcinensis",2
"32736","Talaromyces beijingensis",6
"32737","Talaromyces bohemicus",6
"32738","Talaromyces boninensis",4
"32739","Talaromyces borbonicus",3
"32740","Talaromyces brasiliensis",1
"32741","Talaromyces brevis",9
"32742","Talaromyces brunneus",10
"32743","Talaromyces calidicanius",7
"32744","Talaromyces californicus",5
"32745","Talaromyces cecidicola",8
"32746","Talaromyces cerinus",3
"32747","Talaromyces chlamydosporus",3
"32748","Talaromyces chlorolomus",11
"32749","Talaromyces clemensii",3
"32750","Talaromyces cnidii",5
"32751","Talaromyces coalescens",8
"32752","Talaromyces columbiensis",3
"32753","Talaromyces columbinus",23
"32754","Talaromyces convolutus",6
"32755","Talaromyces crassus",5
"32756","Talaromyces delawarensis",10
"32757","Talaromyces dendriticus",13
"32758","Talaromyces derxii",6
"32759","Talaromyces dimorphus",2
"32760","Talaromyces diversiformis",4
"32761","Talaromyces diversus",14
"32762","Talaromyces domesticus",4
"32763","Talaromyces duclauxii",8
"32764","Talaromyces echinosporus",4
"32765","Talaromyces emersonii (Thermophilic fungus) (Rasamsonia emersonii)",74
"32766","Talaromyces emodensis",11
"32767","Talaromyces endophyticus",3
"32768","Talaromyces erythromellis",9
"32769","Talaromyces euchlorocarpius",3
"32770","Talaromyces flavovirens",6
"32771","Talaromyces flavus",39
"32772","Talaromyces flavus var. flavus",1
"32773","Talaromyces francoae",3
"32774","Talaromyces funiculosus (Fruitlet core rot fungus) (Penicillium funiculosum)",82
"32775","Talaromyces fuscoviridis",8
"32776","Talaromyces fusiformis",5
"32777","Talaromyces galapagensis",8
"32778","Talaromyces gossypii",2
"32779","Talaromyces guatemalensis",3
"32780","Talaromyces guizhouensis",6
"32781","Talaromyces heiheensis",3
"32782","Talaromyces helicus",8
"32783","Talaromyces helicus var. helicus",2
"32784","Talaromyces helicus var. major",2
"32785","Talaromyces herodensis",5
"32786","Talaromyces indigoticus",4
"32787","Talaromyces infraolivaceus",4
"32788","Talaromyces intermedius",5
"32789","Talaromyces iowaense",3
"32790","Talaromyces islandicus (Penicillium islandicum)",9476
"32791","Talaromyces juglandicola",5
"32792","Talaromyces kabodanensis",11
"32793","Talaromyces kendrickii",3
"32794","Talaromyces kilbournensis",5
"32795","Talaromyces lentulus",8
"32796","Talaromyces liani",10
"32797","Talaromyces loliensis",12
"32798","Talaromyces louisianensis",5
"32799","Talaromyces macrosporus",17
"32800","Talaromyces mae",3
"32801","Talaromyces malicola",3
"32802","Talaromyces mangshanicus",6
"32803","Talaromyces marneffei (Penicillium marneffei)",9829
"32804","Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)",10030
"32805","Talaromyces marneffei PM1",11562
"32806","Talaromyces mimosinus",12
"32807","Talaromyces minioluteus (Filamentous fungus) (Penicillium minioluteum)",52
"32808","Talaromyces muroii",8
"32809","Talaromyces musae",3
"32810","Talaromyces neofusisporus",3
"32811","Talaromyces neorugulosus",3
"32812","Talaromyces novojersensis",13
"32813","Talaromyces ohiensis",2
"32814","Talaromyces oumae-annae",3
"32815","Talaromyces palmae",6
"32816","Talaromyces panamensis",6
"32817","Talaromyces penicillioides",3
"32818","Talaromyces phialosporus",7
"32819","Talaromyces piceae",35
"32820","Talaromyces pinophilus (Penicillium pinophilum)",10574
"32821","Talaromyces pinophilus CF-2612",9
"32822","Talaromyces pittii",4
"32823","Talaromyces pratensis",7
"32824","Talaromyces primulinus",4
"32825","Talaromyces proteolyticus",9
"32826","Talaromyces pseudostromaticus",6
"32827","Talaromyces ptychoconidius",5
"32828","Talaromyces pulveris",3
"32829","Talaromyces purgamentorum",3
"32830","Talaromyces purpureogenus (Soft rot fungus) (Penicillium purpureogenum)",96
"32831","Talaromyces purpureus",7
"32832","Talaromyces qii",4
"32833","Talaromyces rademirici",2
