"","protid","Organism","Taxonomic.lineage","Kingdom","Phylum","Order"
"70","A0A166U5B8","Fibularhizoctonia sp. CBS 109695","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Atheliales (order), Atheliaceae (family), Fibularhizoctonia (genus), unclassified Fibularhizoctonia (no rank)","Fungi","Basidiomycota","Atheliales"
"71","A0A0D7AN63","Fistulina hepatica ATCC 64428","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Schizophyllineae (suborder), Fistulinaceae (family), Fistulina (genus), Fistulina hepatica (species)","Fungi","Basidiomycota","Agaricales"
"72","A0A067TP80","Galerina marginata (strain CBS 339.88)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Strophariaceae (family), Galerina (genus), Galerina marginata (species)","Fungi","Basidiomycota","Agaricales"
"73","V5W4D7","Ganoderma lucidum (Ling zhi medicinal fungus) (Bracket fungus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Ganoderma (genus)","Fungi","Basidiomycota","Polyporales"
"74","A0A6A4IP03","Gymnopus androsaceus JB14","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Omphalotaceae (family), Gymnopus (genus), Gymnopus androsaceus (species)","Fungi","Basidiomycota","Agaricales"
"75","A0A0C2Z4R9","Hebeloma cylindrosporum h7","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Hymenogastraceae (family), Hebeloma (genus), Hebeloma cylindrosporum (species)","Fungi","Basidiomycota","Agaricales"
"76","A0A5C3NJ82","Heliocybe sulcata","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Gloeophyllales (order), Gloeophyllaceae (family), Heliocybe (genus)","Fungi","Basidiomycota","Gloeophyllales"
"77","A0A0D2PEP8","Hypholoma sublateritium (strain FD-334 SS-4)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Strophariaceae (family), Hypholoma (genus), Hypholoma sublateritium (species)","Fungi","Basidiomycota","Agaricales"
"78","A0A369KCT0","Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Tricholomatineae (suborder), Lyophyllaceae (family), Hypsizygus (genus)","Fungi","Basidiomycota","Agaricales"
"79","A0A067QC48","Jaapia argillacea MUCL 33604","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Jaapiales (order), Jaapiaceae (family), Jaapia (genus), Jaapia argillacea (species)","Fungi","Basidiomycota","Jaapiales"
"80","A0A5C2SI42","Lentinus tigrinus ALCF2SS1-6","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Lentinus (genus), Lentinus tigrinus (species)","Fungi","Basidiomycota","Polyporales"
"81","V2X4Z4","Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Marasmiaceae (family), Moniliophthora (genus), Moniliophthora roreri (species)","Fungi","Basidiomycota","Agaricales"
"82","A0A165VYL8","Neolentinus lepideus HHB14362 ss-1","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Gloeophyllales (order), Gloeophyllaceae (family), Neolentinus (genus), Neolentinus lepideus (species)","Fungi","Basidiomycota","Gloeophyllales"
"83","A0A6G1M2U8","Orbilia oligospora (Nematode-trapping fungus) (Arthrobotrys oligospora)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), Orbiliomycetes (class), Orbiliales (order), Orbiliaceae (family), Orbilia (genus)","Fungi","Ascomycota","Orbiliales"
"84","A0A409VBD6","Panaeolus cyanescens","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Galeropsidaceae (family), Panaeolus (genus)","Fungi","Basidiomycota","Agaricales"
"85","A0A166M795","Peniophora sp. CONT","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Russulales (order), Peniophoraceae (family), Peniophora (genus), unclassified Peniophora (no rank)","Fungi","Basidiomycota","Russulales"
"86","A0A4S4L678","Phellinidium pouzarii","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Hymenochaetales (order), Hymenochaetaceae (family), Phellinidium (genus)","Fungi","Basidiomycota","Hymenochaetales"
"87","A0A0C3G3Q7","Piloderma croceum (strain F 1598)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Atheliales (order), Atheliaceae (family), Piloderma (genus), Piloderma croceum (species)","Fungi","Basidiomycota","Atheliales"
"88","A0A371DTP7","Polyporus brumalis","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Polyporus (genus)","Fungi","Basidiomycota","Polyporales"
"89","A0A409WQN0","Psilocybe cyanescens","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Strophariaceae (family), Psilocybe (genus)","Fungi","Basidiomycota","Agaricales"
"90","A0A060SBE2","Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)","Fungi","Basidiomycota","Polyporales"
"91","A0A286USC5","Pyrrhoderma noxium","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Hymenochaetales (order), Hymenochaetaceae (family), Pyrrhoderma (genus)","Fungi","Basidiomycota","Hymenochaetales"
"92","A0A0K6FXM3","Rhizoctonia solani","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Ceratobasidiaceae (family), Rhizoctonia (genus)","Fungi","Basidiomycota","Cantharellales"
"93","A0A074RRT4","Rhizoctonia solani 123E","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Ceratobasidiaceae (family), Rhizoctonia (genus), Rhizoctonia solani (species), Rhizoctonia solani AG-3 (no rank)","Fungi","Basidiomycota","Cantharellales"
"94","A0A1B7NDP0","Rhizopogon vinicolor AM-OR11-026","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Suillineae (suborder), Rhizopogonaceae (family), Rhizopogon (genus), Rhizopogon vinicolor (species)","Fungi","Basidiomycota","Boletales"
"95","A0A4Y7QMI5","Rickenella mellea","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Hymenochaetales (order), Rickenellaceae (family), Rickenella (genus)","Fungi","Basidiomycota","Hymenochaetales"
"96","A0A0C3AMI7","Scleroderma citrinum Foug A","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Sclerodermatineae (suborder), Sclerodermataceae (family), Scleroderma (genus), Scleroderma citrinum (species)","Fungi","Basidiomycota","Boletales"
"97","A0A0C3AHB6","Serendipita vermifera MAFF 305830","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Sebacinales (order), Serendipitaceae (family), Serendipita (genus), Serendipita vermifera (species)","Fungi","Basidiomycota","Sebacinales"
"98","A0A164U6T2","Sistotremastrum niveocremeum HHB9708","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Trechisporales (order), Trechisporales incertae sedis (no rank), Sistotremastrum (genus), Sistotremastrum niveocremeum (species)","Fungi","Basidiomycota","Trechisporales"
"99","A0A0C9TV75","Sphaerobolus stellatus (strain SS14)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Phallomycetidae (subclass), Geastrales (order), Sphaerobolaceae (family), Sphaerobolus (genus), Sphaerobolus stellatus (species)","Fungi","Basidiomycota","Geastrales"
"100","A0A507CSV4","Synchytrium endobioticum","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Synchytriales (order), Synchytriaceae (family), Synchytrium (genus)","Fungi","Chytridiomycota","Synchytriales"
"101","A0A3N4M1Y3","Terfezia boudieri ATCC MYA-4762","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), Pezizomycetes (class), Pezizales (order), Pezizaceae (family), Terfezia (genus), Terfezia boudieri (species)","Fungi","Ascomycota","Pezizales"
"102","A0A1Y2IQR0","Trametes coccinea BRFM310","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus), Pycnoporus coccineus (species)","Fungi","Basidiomycota","Polyporales"
"103","A0A2T7A623","Tuber borchii (White truffle)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), Pezizomycetes (class), Pezizales (order), Tuberaceae (family), Tuber (genus)","Fungi","Ascomycota","Pezizales"
"104","A0A317ST96","Tuber magnatum (white Piedmont truffle)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), Pezizomycetes (class), Pezizales (order), Tuberaceae (family), Tuber (genus)","Fungi","Ascomycota","Pezizales"
"105","A0A0C3Q9G2","Tulasnella calospora MUT 4182","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Tulasnellaceae (family), Tulasnella (genus), Tulasnella calospora (species)","Fungi","Basidiomycota","Cantharellales"
"106","A0A5C3DX99","Ustilago trichophora","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Ustilaginomycetes (class), Ustilaginales (order), Ustilaginaceae (family), Ustilago (genus)","Fungi","Basidiomycota","Ustilaginales"
"107","A0A2H3J7L5","Wolfiporia cocos (strain MD-104) (Brown rot fungus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Phaeolaceae (family), Wolfiporia (genus), Wolfiporia cocos (species)","Fungi","Basidiomycota","Polyporales"
"108","A0A0A1TQD1","[Torrubiella] hemipterigena","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Clavicipitaceae incertae sedis (no rank), 'Torrubiella' clade (no rank)","Fungi","Ascomycota","Hypocreales"
"109","A0A6A5X5S2","Amniculicola lignicola CBS 123094","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Amniculicolaceae (family), Amniculicola (genus), Amniculicola lignicola (species)","Fungi","Ascomycota","Pleosporales"
"110","A0A6A5QQT7","Ampelomyces quisqualis (Powdery mildew agent)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Leptosphaeriaceae (family), Ampelomyces (genus)","Fungi","Ascomycota","Pleosporales"
